número,fecha_dictamen
92780-56141-NK,2016-06-13
12919-63703-BO,2007-10-21
56609-92790-FG,2009-07-09
6701-47993-NL,1999-03-11
24530-49753-BG,2014-05-20
84765-82531-DO,1999-07-28
74613-23874-MN,2019-08-18
50987-33301-HB,1992-06-29
12204-42047-AM,2011-07-09
17301-88537-AG,1993-07-22
82394-45836-IH,1999-02-23
80692-11774-NJ,2007-03-26
31178-99670-MF,2014-06-14
29583-79744-MI,2009-08-18
69006-23854-JJ,1996-01-11
79763-41157-GO,2015-06-21
44838-910-FD,2017-03-03
23864-19587-DO,2018-08-08
23137-13414-MN,2018-01-27
94921-19841-JG,2007-08-30
75735-52530-LB,2019-07-24
8746-20523-EB,2017-12-18
78129-10746-JF,2019-04-17
42232-94491-EN,2016-01-25
66428-2632-AI,2011-09-23
98445-31135-ME,2014-09-13
23792-10837-OD,1977-10-13
92430-28104-BN,2013-06-13
23682-97843-DG,2019-07-25
83893-2161-BH,2016-01-19
87335-1902-BB,2018-12-02
21090-87670-BH,2000-09-05
29983-41577-DF,2003-01-20
90596-93384-DD,2002-08-27
70771-91375-FA,2018-03-11
24283-7512-EH,2015-04-07
71304-18426-BE,2014-10-09
5086-85113-FF,2018-09-16
76226-17398-JL,2019-06-11
79775-63576-LI,2019-07-09
50368-71970-KE,2014-02-23
37953-6309-IJ,2019-06-14
54631-61440-IF,2019-08-17
77655-9847-MA,2010-05-21
57130-61308-IO,2019-02-03
71844-46393-GJ,2003-03-08
37034-74670-FF,1996-01-01
60526-52617-GG,2017-10-05
21662-88531-BO,1993-11-22
86904-13829-BE,2019-01-20
91338-34929-HG,1996-10-13
70047-30116-ME,2012-03-29
56841-5708-JB,2019-01-05
91828-83893-HB,2019-05-27
48023-24680-KO,2016-07-24
54742-9591-LM,2018-05-01
42722-27653-MF,2005-10-10
64275-86066-KJ,2015-06-11
85459-91153-BG,2005-08-09
9367-30866-AE,2017-06-27
87884-22833-GF,2019-02-02
30199-39315-BK,2016-02-28
19601-2883-IF,2014-11-06
9565-99991-FE,2015-10-11
2383-25635-NN,2018-11-14
77698-82386-AH,1989-04-24
80153-74109-IH,2019-04-28
98207-987-BO,2019-07-04
52920-61930-KM,2019-08-26
64087-70281-BO,2018-05-16
31672-74018-JB,2019-07-10
22354-7284-LD,2015-12-02
40296-65393-EK,2015-06-06
2106-15408-EE,2019-06-11
28214-7740-BB,2019-02-27
69290-11907-EK,2015-09-21
69953-73951-NE,2018-10-04
8093-48508-AA,1997-12-06
62631-3175-EH,2017-12-25
89112-56358-LD,2016-12-07
47475-8681-BO,1995-11-20
91771-86213-JG,2007-01-25
44307-74814-LH,2018-12-30
92947-62042-NB,2006-08-26
12226-61941-ID,2007-03-30
36929-51462-AB,2007-03-03
76781-96948-KH,2013-05-19
65392-23800-LJ,2018-01-07
57478-69596-BM,2001-08-22
95598-28613-BL,2018-08-05
54814-71294-GB,2019-04-06
92872-48371-IB,2017-04-01
14314-18812-FE,2003-08-18
59139-10796-MI,1999-02-07
59118-12401-AI,2001-10-12
81336-1798-DH,2019-07-13
81381-3578-IN,2017-07-10
73138-12236-DH,2017-09-06
8078-575-AK,2001-05-24
79938-12241-II,2011-04-11
68874-20985-BJ,2000-06-15
77292-92496-BJ,2017-04-08
5911-2025-KH,2016-12-22
80264-6686-KN,2018-10-06
76508-51358-GO,2019-05-14
83802-83995-MO,2006-07-21
85919-74036-ID,2006-06-30
47462-18889-JI,1997-06-25
51634-51913-HL,2014-12-16
80822-65222-OH,1994-08-31
80006-61928-FB,2019-03-08
26501-60179-JB,2018-06-11
29555-92415-JF,2014-08-26
80492-26752-NA,2019-08-14
67630-49278-GF,2012-09-03
44018-33903-GI,2012-01-20
79952-26086-FN,2012-10-10
32786-76649-BN,2011-07-06
46254-94103-GB,2015-03-21
98637-6847-FM,2015-06-07
73721-51218-MB,2018-08-10
76739-25762-IE,2002-02-08
64948-43925-HB,1999-09-04
75473-53347-NM,2015-12-18
9304-46966-NK,2018-02-20
25603-47809-OJ,2005-09-04
51320-97342-FJ,2019-01-27
96164-76133-BM,2006-03-17
511-95873-BB,1978-05-18
27220-95865-GB,2014-04-19
39525-72736-LI,2019-06-07
68298-37899-FJ,1999-07-20
44738-35593-NF,1991-04-26
44606-82649-MF,2019-08-20
80367-51429-GK,1980-01-12
90880-40943-OI,2003-10-24
32250-40850-IH,2018-01-23
75910-52008-MA,2015-09-25
66054-20295-LH,2019-07-02
82974-66176-MN,1985-12-02
19065-74515-KG,2009-07-26
48102-9293-DN,1997-12-15
92643-57163-DJ,2017-03-14
22113-18914-BM,2018-10-15
83773-25320-DA,2018-06-10
77524-91977-MK,2016-10-20
70462-26989-ED,2014-08-31
33481-61417-JG,2016-11-11
62417-57029-MB,2002-12-03
34339-43467-JN,2019-08-07
81009-85133-HM,1994-08-30
74060-96366-MN,2019-08-24
15655-33885-HL,2010-02-19
3941-42936-EH,2012-11-28
70481-10716-BI,2014-09-11
65039-93388-FN,2018-12-23
9994-64102-EM,2018-02-05
58924-98643-NN,2014-09-06
69381-5952-AO,2018-03-20
80150-50272-LK,2018-01-06
20004-8968-HK,1996-11-22
71153-56296-JH,2017-11-03
13596-56303-HL,2019-03-27
1051-25030-OF,1986-10-01
39574-67141-GM,2018-02-23
64602-24588-LF,2018-01-18
5312-73650-KE,2012-08-22
7148-60912-AN,2002-02-15
86008-86328-IB,1992-01-31
3444-90406-LA,1982-05-17
75013-79127-BF,1967-02-10
58442-79336-BI,2002-10-08
99924-58514-BB,2001-07-01
53852-68076-OL,1999-08-16
68694-60527-DG,2019-07-26
29973-67437-EM,2014-07-05
38743-66784-HL,2019-05-23
27914-67583-AL,2012-07-07
38280-44397-MI,2008-02-11
30450-84593-MD,2017-12-28
19087-43633-BN,1996-02-04
93759-45467-ID,2017-03-05
38410-62118-EB,1999-09-30
59829-9114-IK,2019-06-29
91811-51223-EE,2017-11-29
26102-10928-GL,2002-08-17
23601-94171-GF,2001-08-31
12661-93578-DN,1982-05-20
89001-17796-FE,2016-05-02
21871-84355-HA,2017-07-24
73002-15033-FK,2013-07-12
1607-58962-IA,2013-05-09
76807-97961-JM,2005-06-01
50649-24576-KI,2008-03-25
69162-26118-JE,2014-12-17
60025-3558-MH,2019-08-09
40910-34196-DG,2004-11-12
8337-23149-BA,2006-09-17
38720-78766-HG,1993-10-22
27569-96453-ND,2017-10-13
24977-51470-LG,2003-05-18
62938-53307-BI,2017-09-20
44141-73594-BD,2015-04-23
90486-97810-FB,2011-03-17
54367-72252-BD,1993-07-27
57219-78578-EM,2003-04-24
68440-13271-BA,2018-09-03
45575-11505-EJ,2014-12-27
2166-64869-MH,2018-11-18
28033-11115-OM,2013-12-10
32500-45795-IG,1960-01-31
64347-33273-EK,2007-08-24
95480-89739-AI,1994-10-19
17082-84015-ME,2019-04-12
58262-4313-KD,2017-12-20
23096-35693-KD,2007-05-31
30395-77944-EM,2017-11-09
52332-82661-GO,2017-05-20
82122-97305-HK,2017-06-08
69594-48598-DI,2019-07-13
77807-26145-OL,2018-06-14
54821-44940-AL,2001-07-02
78899-24729-DD,2017-09-01
28652-19120-OO,2019-05-28
22573-68131-BA,2007-05-20
60498-1523-FA,2018-08-03
85953-92159-KM,2012-10-13
78885-78933-GL,2019-05-08
68368-40933-ID,2019-08-07
23398-94114-DB,2010-12-10
24281-96122-KG,2019-07-26
72277-31742-JL,2019-07-21
1075-9955-KB,2019-08-23
10294-78702-NB,2015-02-22
49596-82871-BL,2017-07-15
37607-35300-MO,2018-02-06
37770-21544-IB,1999-07-15
45677-17777-DE,2014-02-23
88361-70988-IL,2003-05-18
29549-73840-AD,2016-07-20
60314-84144-OO,2019-08-08
94392-65909-FK,2019-06-22
36650-47391-GK,2015-11-25
25303-99422-HO,2010-04-21
57287-20655-DG,2016-06-30
83025-51278-IE,2010-05-13
59189-70819-EG,2010-12-06
72355-45280-GL,2006-12-21
57601-81113-GI,2019-06-21
51438-49628-AL,1988-05-26
21200-3922-GI,2019-05-23
21991-60070-AD,2008-10-18
96772-55651-EJ,2017-11-24
41605-11412-FF,1989-04-26
26968-49220-EB,2001-03-06
27844-43524-OF,2014-03-10
22380-29922-BF,1977-06-20
78399-28127-MJ,2015-05-03
87084-43115-JE,2017-06-10
77268-20165-JI,2010-01-26
46114-55609-JN,2018-11-23
25476-14086-GB,2019-08-22
20046-67691-JD,2019-03-24
70496-11268-KB,2018-05-06
50058-30347-JA,1998-10-21
26345-49637-II,2013-10-25
57017-38801-KN,2019-08-21
82774-24779-JM,2019-08-30
89728-70478-BF,2019-06-08
19657-7364-IK,2009-04-15
86122-61226-EG,2013-10-12
60106-66418-AI,2016-06-05
99665-80303-NE,2019-01-12
29668-86582-GO,2018-07-10
31733-75046-HM,2019-07-04
77176-98573-MI,2011-04-21
99491-59490-KK,2013-04-19
40936-41140-NB,1997-06-07
33701-49204-ML,2019-06-30
17290-42535-DB,2012-10-31
67290-73616-KB,2012-08-05
35728-199-GK,2009-10-17
63082-41161-HO,2018-11-20
46541-65147-HI,2013-12-14
51035-64684-KN,2014-07-07
72004-10575-BH,2018-12-18
90232-24916-JK,2017-05-05
42685-99829-KG,1998-08-13
4928-89405-BN,2016-10-01
6161-62201-KN,2011-02-20
40694-32797-JJ,2018-07-16
68782-72512-BL,2019-08-05
26569-24614-NI,2013-06-16
90492-92668-GF,1990-01-06
72304-90853-JF,1982-12-07
5786-10879-IA,2019-07-22
5344-72515-JD,2019-08-04
93932-12621-GN,2018-03-26
62049-54829-II,2016-03-06
17087-78401-NB,2016-03-26
97488-49916-NB,1991-07-11
7638-15743-AA,2000-04-27
86198-10249-AE,2017-12-23
90691-5346-KI,2018-12-13
17888-82299-BI,2019-06-12
5907-67091-KB,2019-06-25
23767-75682-DO,2013-10-28
40449-63052-DK,2010-12-04
86637-49458-OA,2014-06-14
56746-19656-DK,2004-02-08
94845-82086-NL,2014-11-02
36382-82799-GM,2011-03-24
53237-70942-IH,2019-03-10
91683-25023-LB,2017-01-20
47210-97272-OB,2015-08-20
95227-74557-NI,2010-02-15
71628-99311-NM,1995-07-19
42635-94668-NB,2005-03-20
81900-88486-GJ,1982-09-13
94582-56588-KO,2019-01-12
51811-48623-JL,2017-10-06
51930-33792-EF,2009-09-11
97984-29273-BO,1974-03-07
8488-61601-BB,2019-05-02
99435-49882-AF,2006-04-22
28097-80928-BB,2006-01-08
47237-34542-HJ,2016-02-19
32790-28301-KK,2017-07-26
92799-87647-JB,2014-04-07
1626-52821-LK,2014-03-10
9741-30862-EA,1983-06-01
25047-7752-BB,2016-04-21
93870-68012-HJ,2004-01-01
31894-80033-IL,2019-01-19
26471-81515-BL,2017-05-04
2718-60489-JB,2004-12-06
82687-16275-HB,2019-04-29
49311-76703-LJ,2018-10-28
93536-58991-FJ,2018-01-03
95440-62191-FL,2018-10-21
93975-37335-GM,2016-09-17
86839-66229-BL,2016-10-24
2710-51444-JI,1998-04-23
18596-6270-EB,2019-02-14
62873-29918-OB,2017-03-16
155-27565-LN,2014-10-10
69579-69661-AG,2006-01-01
65548-24108-BJ,2016-04-05
4446-69820-EH,2003-06-12
10936-38955-MG,2002-09-14
81828-49187-OB,2009-05-23
13721-40111-DB,2011-08-17
99926-27336-AE,2012-09-12
56148-87113-EH,1999-09-09
31343-24103-BA,2013-08-31
405-96542-LB,2017-04-08
59198-75338-LK,2012-01-05
45789-37154-IL,1992-12-30
81294-78394-OM,2012-09-02
61986-33265-ML,2009-05-07
3745-70387-IL,2012-12-02
87113-1111-KN,2007-11-25
3374-35729-JA,2019-07-12
85492-13671-MO,2010-08-06
41068-29478-FE,1992-12-27
77969-5136-BD,2010-06-26
15999-70604-AN,2011-08-29
50366-20686-AG,2009-01-25
22147-46282-EN,1980-04-05
91453-34533-NB,2019-08-01
93482-64236-MM,2014-08-31
99335-65583-KL,2017-08-24
57147-28918-BO,2013-11-03
12527-14675-BO,2015-03-31
76472-3891-JF,2019-08-23
6509-61159-DF,2017-01-25
65580-38502-BH,2013-03-13
71910-1784-BK,2014-03-08
27225-79262-JJ,1979-06-05
96912-62883-HN,2019-08-14
21315-89297-IJ,2015-07-12
35471-95998-BI,1997-10-27
75133-8997-NH,2016-11-27
48503-70771-MK,2008-01-14
39099-2436-BJ,2018-02-20
89035-17827-AK,1975-09-21
60756-94975-AB,2017-09-05
69411-91995-IM,2015-08-20
34833-31501-KJ,2017-03-07
38153-39667-GF,2014-05-10
68416-32351-DL,2019-08-17
66299-42069-EB,2004-03-24
51765-56178-BJ,2003-06-15
57680-86026-OF,2015-02-13
66991-80273-FM,1998-04-02
31613-80097-MN,2018-07-02
89899-95554-LA,2015-07-12
68560-78124-KH,2014-08-15
2962-74013-OI,2014-06-01
59890-36508-BH,2015-04-19
67245-77126-KJ,2007-07-20
175-6272-JJ,2008-01-30
14420-74050-KF,2019-06-20
58597-94105-BJ,2019-08-05
5546-53312-AG,2001-09-08
72838-28714-LB,2011-08-18
3825-40790-OM,2018-10-10
60694-25182-HJ,2018-09-28
40309-16148-JM,2003-07-21
18532-90267-OI,2011-07-26
28050-72533-OA,2016-06-11
4694-13876-GA,2002-03-22
23750-51989-BH,2016-05-07
40080-72239-BN,2019-05-03
39058-98161-EF,2007-05-03
8463-30904-LD,2019-06-19
27841-87479-LO,2011-08-17
50037-80570-KJ,2017-04-04
50528-50230-GG,2017-12-27
98629-57548-LD,2003-06-02
85319-46126-BK,1974-05-11
8527-40994-GD,2000-01-05
59023-78888-NB,2017-05-28
38378-88938-IM,2019-07-28
25424-54173-HI,2017-09-16
1147-73070-EO,2017-12-02
92979-25602-BL,2019-04-15
57001-50070-AB,2017-02-15
44983-84382-HB,2012-12-08
5011-90905-AH,2002-08-08
48029-21920-DH,2018-12-07
62670-42231-AM,1999-05-10
6922-31664-GO,1998-02-25
85715-65789-OB,2003-04-03
33328-73496-LO,2005-12-08
41647-98464-NJ,2019-08-29
32956-67056-OI,2019-06-12
20350-17020-OB,2006-07-31
21804-32753-EK,2006-08-25
27858-40482-EE,2018-08-08
95159-25102-HK,2012-10-31
17195-84018-BI,2010-01-08
49032-37223-KJ,2003-10-16
6343-62365-GK,2015-06-02
77878-79636-DM,2019-08-03
3933-43382-FB,2011-01-30
90261-45744-BF,2019-04-12
15746-61928-HG,2018-01-23
82996-22848-FH,2011-12-23
95121-80355-HB,2019-01-06
7578-89489-IA,2008-08-01
25109-88914-FL,1989-09-14
47973-54629-KO,2017-06-07
45026-86383-BM,2006-04-05
74480-15629-HL,2007-11-19
25985-67931-BB,2019-03-29
21141-4712-BO,2009-05-11
18148-20306-IF,2017-10-12
10283-21340-AH,2013-07-04
65866-59887-MJ,2017-09-05
36559-57416-HD,1998-10-24
60184-98931-FJ,2009-08-14
41213-26697-AK,2015-10-13
42383-17848-GM,2002-03-04
37993-60065-KF,2017-07-20
47328-78885-GL,2018-12-25
60863-66467-ON,2019-05-29
34115-20716-FF,1989-05-10
20677-96590-EB,1998-04-01
19850-52400-OJ,2015-10-06
19257-12112-HF,1991-08-25
69686-13064-EL,2014-08-04
92788-52464-HG,2000-09-25
92787-66920-HI,2016-12-31
37026-52661-ME,2018-03-02
14133-22638-LJ,2007-01-15
23207-3300-LJ,2013-06-15
43627-8033-NA,2001-04-13
50301-73330-LF,2002-02-01
87529-67019-FG,2017-05-12
77493-73098-IB,2012-02-25
87737-70526-HL,1990-09-14
97659-66738-ND,2007-05-27
95297-72054-MO,2016-04-06
54176-45615-BD,2006-09-02
70210-91167-DD,1967-07-17
77856-45452-LK,2019-06-21
84675-46130-JN,2019-06-14
74455-92628-HB,2019-08-22
4228-88320-GN,2012-05-09
76236-49793-IO,2019-05-25
71350-3290-AA,2016-04-05
45028-16144-BA,1993-08-10
55785-87494-DB,2005-08-26
47066-59361-BM,1988-12-15
92087-64167-FH,2016-07-11
11542-45609-EG,2019-02-20
5530-58951-AO,2019-08-13
91639-77750-JK,2012-07-20
66918-77271-GJ,2017-06-11
82144-27789-MJ,2017-08-27
3608-751-KG,2016-02-24
19590-85037-FN,1995-08-13
14201-86468-GO,2019-06-23
36058-46177-MN,1997-06-08
33253-19065-FG,1994-05-01
35873-71817-KM,1984-12-12
97936-58954-BD,2018-10-07
25107-52996-LA,1990-04-20
97343-74531-KF,2015-04-24
30759-44683-KH,2017-05-17
61215-34279-BL,2004-03-07
62423-25248-BE,2019-04-07
48741-51806-DN,2019-05-22
52348-63998-HO,2019-08-17
7424-50428-BL,2017-05-15
62399-90619-IL,2013-01-17
15058-41756-DO,2019-05-30
28721-92020-NJ,2011-09-03
56234-25536-KK,1981-03-13
47603-42790-FB,1984-07-26
82675-69431-HB,2017-01-02
88827-23559-NE,2008-07-14
93809-53191-GB,2010-06-04
52383-49388-NK,2015-05-11
75726-73034-BJ,2019-07-03
64724-75877-BG,2018-01-24
4949-8175-MN,2018-02-16
41815-84547-OB,2019-06-09
13414-89746-BB,2003-05-23
32536-11811-GE,2000-09-30
93299-73429-BF,2012-10-18
1443-34827-LB,2000-07-17
99148-90788-DB,1988-08-03
62821-1461-BA,1991-12-29
54138-60001-KK,2018-08-11
18359-2794-NL,2017-01-29
52464-87210-NH,2015-01-28
49917-11861-ID,2018-12-07
8874-78961-BF,2003-12-17
7975-35269-AJ,2017-07-11
17453-23919-LF,2017-06-24
33539-12862-HA,2018-02-27
41260-33435-ND,2010-05-01
23456-54434-OO,2000-03-30
20973-47577-HL,1996-07-14
18640-12335-FL,2008-07-18
12639-82357-GK,2018-04-16
37231-98649-BB,2019-07-24
55874-6945-AD,2016-11-20
31935-31114-MM,2008-07-21
42101-30667-GB,2017-07-20
70440-70885-EE,1997-09-16
52351-17279-OF,2008-07-13
58166-94117-GB,2018-01-26
97732-48913-GK,1992-08-04
84695-29040-BN,2013-10-24
17283-40513-EA,2015-07-13
99875-2983-NB,1991-04-06
54345-39726-GO,1995-04-27
59636-8508-FL,2009-09-02
11536-61326-BB,2010-06-05
34952-39396-BB,2018-01-27
3729-54972-EH,1997-07-20
31373-89848-BD,1995-06-22
11307-36852-HA,2018-10-07
78377-68177-GM,1981-11-28
81858-59-LH,2016-10-27
43155-46205-OM,2013-08-06
72956-38971-JM,2015-04-21
14217-9208-JK,2015-12-27
77479-96942-HL,2006-08-20
33225-76721-BE,2006-04-01
92412-25779-MB,2019-02-02
49998-82915-GF,2010-11-04
90358-30533-KB,2012-01-16
95370-61477-AB,2011-11-04
28064-74292-ND,2008-01-06
28241-50563-NE,2018-04-16
26825-7477-GF,2019-07-29
95912-12118-KD,2004-06-02
25398-87364-AI,1989-11-21
38575-40028-BO,2012-11-17
54208-71354-OH,2011-12-18
5328-47748-GD,2018-09-05
52219-38476-DI,2018-08-20
69469-1844-BO,2019-01-13
33531-93473-DA,2011-02-28
36402-32929-GG,2017-12-05
17476-61981-BG,2013-08-15
60281-50734-LI,2008-08-21
30476-87520-LA,2018-01-12
96240-34852-FB,2013-12-10
57060-64210-AK,2015-09-04
18239-53565-BJ,2001-04-30
6824-57922-IL,2018-07-14
39037-41493-LI,2018-07-17
46366-53229-ND,1997-04-20
87181-54865-KO,2013-10-01
8611-20149-KF,2017-06-21
63960-97397-DB,2010-01-08
13351-5221-HK,2004-06-03
64520-48689-OG,2009-12-12
60007-39546-BI,2016-01-22
42165-27584-NJ,2012-04-19
59925-97335-FI,2016-04-26
61254-2180-BA,2019-07-17
70412-81360-BB,1981-09-02
48314-53034-LE,2018-06-26
7462-11772-DF,2014-03-24
27083-37333-OB,2016-08-24
86997-8048-BG,2013-02-01
71666-46851-KL,2017-08-29
65949-45289-DE,2012-10-21
54709-9870-LM,2011-07-22
94008-45960-KE,2019-07-24
18179-21775-AB,2014-12-28
15557-28647-JB,2016-08-14
44076-10652-MB,2009-12-30
73296-13053-DI,2008-09-04
41121-76823-IL,2019-05-08
1222-44189-EG,2012-11-15
45504-10475-HD,2012-11-22
80971-72988-IL,2011-09-09
27809-10664-FI,2018-08-05
9529-98688-JJ,1975-05-13
48840-1852-AB,2002-05-21
62583-86610-AM,2015-10-06
75140-49516-BH,2016-05-13
42022-49603-JI,2006-05-30
58488-58188-JD,2009-11-19
39018-38373-KN,2014-09-16
86037-85744-HI,2017-08-18
10651-24013-HK,2019-06-26
20836-67189-BA,2007-08-24
11841-20460-HB,2017-05-25
15614-49695-DH,2014-08-03
85062-1176-MG,2019-03-12
22530-40609-MF,2014-01-09
17135-99018-LO,2003-11-26
35721-10260-OH,2017-10-01
79656-56213-LN,2017-03-25
21049-80161-AG,1995-09-03
25297-24747-BF,2015-03-19
31460-88829-NK,1990-12-18
63385-3963-JD,2012-10-07
34718-96797-LB,1994-06-30
99101-42829-IA,2012-08-27
72646-10809-BJ,2008-09-03
59606-68940-BF,2012-10-07
13925-81392-KF,1997-04-08
86969-36600-HF,2015-03-07
48156-22595-BD,1974-08-19
10789-46368-IB,2002-09-10
7840-48972-HE,1995-09-26
279-5497-IB,2009-01-12
78135-50912-OJ,2000-05-30
67396-73719-BB,2015-11-05
43182-17720-OD,2017-08-10
14562-2145-EA,2010-01-23
56341-9730-BE,1999-03-13
16646-87954-GK,2009-03-05
78605-24415-LA,2001-02-25
8298-40035-FL,1963-01-04
83456-56063-DO,2013-07-30
14155-68606-LJ,2018-10-14
19476-51023-AN,2012-02-22
58328-71421-JD,2014-07-27
40524-28141-DB,1982-04-26
81388-55377-JJ,2009-05-19
49201-8723-KO,2015-12-12
33432-64903-NE,1989-03-21
90625-5462-EA,2016-09-01
77689-67753-HE,2003-09-13
32573-15180-BO,2011-03-06
1017-4797-BE,2015-06-12
36950-4385-JG,2018-05-18
28523-67135-DG,2005-01-10
83417-91327-KA,2017-11-06
59586-44012-IL,1994-03-11
14271-22797-EL,2018-07-02
21057-43593-JB,2019-05-05
65535-16610-HN,2012-06-29
69012-82239-ML,2017-09-02
83325-28749-BB,2017-06-01
61526-95371-BK,1994-10-30
96576-63467-HB,2019-02-04
91891-41102-EF,1988-07-16
49559-84574-HK,2019-04-30
40137-95140-DG,2018-08-18
85558-99122-BF,2019-06-25
33261-24493-OG,2007-01-27
62384-24510-BK,2014-06-19
9788-18491-DD,2007-10-15
7251-8787-NF,2008-03-23
64276-87193-ON,2018-06-05
16143-78603-OI,2006-08-08
92355-75572-BL,2017-11-19
1415-82870-JO,1996-04-29
1289-30160-BL,2019-01-30
72777-11825-GB,2004-08-05
88510-10547-OK,2016-06-24
29244-55883-IK,2011-03-25
75223-4707-FG,1999-04-04
67387-94125-KA,2010-08-06
9356-44718-EF,2003-06-22
615-6406-EO,1997-11-03
69040-75274-GF,2019-08-15
31029-74019-FI,2015-07-27
73203-68196-JL,2010-05-13
7305-93168-KI,2018-06-01
46460-76254-NG,2018-05-18
72711-65951-NL,1973-08-20
49996-18813-OO,2017-03-14
44467-7763-IK,1996-05-29
89705-86992-AJ,2016-01-21
94313-34984-BM,2019-01-26
25801-3141-BO,2019-08-28
19051-37001-NF,2009-12-14
13973-3989-OB,2018-02-03
26209-28047-DH,2018-09-23
16549-26899-LJ,2017-09-18
19611-59600-GH,2015-10-16
43079-83095-KA,2015-09-20
88319-24478-LA,1989-02-20
9430-23114-IJ,2006-12-17
36020-2690-GO,2014-11-27
37658-28797-LB,2011-07-28
7411-15018-AN,2011-03-21
61354-61032-BK,2010-06-06
87411-20879-JM,1982-12-20
79103-11102-EK,2018-07-16
61441-19009-GH,2019-08-30
42751-51635-ML,2017-10-21
28776-22054-DF,2013-10-11
69796-43344-DO,2018-03-17
28207-73858-NB,2015-05-08
5823-98707-DK,2006-08-10
7447-83987-NH,2009-10-17
39584-40277-DE,2006-02-06
79484-58664-FK,2009-04-16
92283-75268-NB,2014-04-13
87553-94404-FH,1986-05-26
30204-68372-EN,2011-11-04
37162-29836-MK,2006-11-07
57707-66798-IM,2013-10-28
41730-12169-KI,2012-03-05
62000-5767-NG,1998-01-14
67397-52841-OF,2019-08-26
31264-63648-FO,2009-06-13
88416-15393-AH,2009-11-01
22632-93517-BF,2019-08-14
36296-4941-GH,2018-04-07
35715-98336-GH,2011-02-06
15974-27232-IF,2014-11-20
62347-90818-MH,2006-11-09
11145-79942-JG,2017-08-26
95180-67821-BB,2019-05-30
4846-55527-LD,2017-11-11
38040-29713-BJ,1992-08-19
49988-84214-GB,2019-08-07
65040-79773-IE,2016-05-24
57779-68415-KE,2016-07-16
6519-26371-JI,2018-12-22
29743-4737-MF,2015-07-06
39566-65869-BF,1980-06-01
95723-94978-OD,1994-03-08
22049-44738-AE,2018-06-20
17734-84475-BB,2019-03-14
31636-61941-FK,2011-11-06
75736-65896-DE,1995-09-04
15818-55270-MD,2016-04-16
29407-3338-MJ,2019-01-20
90308-76826-BI,2007-04-30
21665-10592-GM,2011-01-20
62265-44238-KM,2018-11-16
53050-65295-NI,1999-02-07
44503-4550-IB,2016-09-13
3263-79104-FB,2007-11-05
94669-13259-GL,2016-06-08
91601-13289-HA,1998-09-02
55366-31592-DI,2016-12-20
75542-73038-BM,2016-01-07
55794-17790-FL,2008-05-30
8245-76358-IE,1993-11-29
49747-54141-OG,2017-12-31
69760-87806-LG,2006-04-24
27892-26258-GA,2016-10-09
2410-69185-GE,2018-08-11
98856-80170-OK,2017-07-31
23518-59610-GB,2008-10-22
18258-5959-KL,2016-07-23
2467-15266-FG,2008-12-15
70487-97406-MI,2019-05-12
74239-5190-FG,2011-09-06
9133-27975-LA,1998-06-06
77932-48346-GM,2016-08-11
85066-79022-LB,1980-07-03
34973-42046-AK,2016-02-04
8176-92937-LI,2015-03-14
41184-73718-NJ,2015-10-15
84836-44709-EB,2018-08-29
57759-6883-KD,1991-06-12
81137-63865-BE,2000-12-08
64101-97920-HF,1993-05-04
47828-8203-GG,1987-05-26
13230-26847-KK,2019-06-30
3144-773-KM,2012-08-28
96723-86201-BD,2019-04-04
33646-22367-EB,2012-11-16
84662-74244-BG,1991-10-13
50228-22690-NM,1970-06-16
7794-49428-IM,1988-05-05
41394-92169-FK,2002-09-13
72815-53987-KI,2019-02-05
28919-78935-MN,2015-04-20
15522-40923-IN,2014-02-15
26665-18630-GE,2019-04-08
18441-95757-IA,2019-08-19
2675-67973-II,2019-05-31
80864-17559-HM,2011-06-23
5658-74677-LI,2018-05-08
47358-2911-FH,1984-03-23
97938-46994-HL,2018-06-12
72223-2536-OI,2013-01-08
91591-37769-BB,2010-06-01
91987-61394-BE,2019-04-22
91211-18505-JN,2016-08-30
93323-88098-BJ,2012-01-10
10691-46412-HL,2005-08-04
57426-81802-MD,2016-11-20
85466-5969-BB,2004-12-17
64821-30181-AA,2018-02-06
20261-43018-NI,1972-09-29
45007-86140-NB,1996-07-28
6732-99404-KG,1976-03-14
23087-29708-FB,2018-07-29
33172-53850-FA,2018-09-22
85479-8657-NM,2000-06-02
8753-62575-JN,2011-09-11
37698-57032-JK,2016-03-23
41075-61661-LG,2018-01-11
62088-41269-EF,2003-06-27
16582-76363-IM,2018-06-25
57545-61175-LO,2018-10-30
88118-92023-OA,1998-11-09
49577-24965-FH,1996-06-08
79787-99066-BN,2013-12-02
80544-62119-NB,2013-02-18
31250-81815-DD,2019-08-22
90336-83439-KA,2018-07-10
40307-41699-BM,1985-02-05
60564-11715-LM,1969-06-20
37988-51521-OJ,1996-06-04
50812-22048-LN,2003-05-29
55885-84965-MF,1990-09-13
45386-48976-JM,2018-05-10
98490-29276-OJ,2011-04-28
89081-54283-FB,2002-06-12
72490-93619-LE,2013-10-28
84613-6428-AN,2019-04-15
34393-63008-KB,2014-09-20
56760-38888-IF,2007-11-11
81679-77431-AG,2014-04-08
84457-22029-ID,2003-04-06
92254-64188-KN,2019-03-19
78082-41938-KN,2012-02-29
5889-97159-EE,2018-12-10
35594-11732-HK,2017-06-18
21718-50517-BB,2019-07-12
66670-51980-DI,1973-06-13
