id,presupuesto (US$),tipo,fecha,ONG,proyecto
8818,270201,marcha,2017-11-26,Casper-Jacobson,R.R. Donnelley & Sons Company
8819,609375,marcha,1990-02-04,Adams-Hickle,"India Fund, Inc. (The)"
8820,136978,marcha,2015-07-17,Johns-Wolff,Natl Westminster Pfd
8821,127820,redes sociales,1991-10-26,D'Amore-Kuhlman,"Arista Networks, Inc."
8822,990231,redes sociales,2019-01-18,"Dooley, Lindgren And Kub",Silicon Motion Technology Corporation
8823,503507,marcha,1998-01-18,Stracke Group,"UMH Properties, Inc."
8824,481411,marcha,1989-09-18,Corkery-Corwin,"Texas Capital Bancshares, Inc."
8825,149693,marcha,2005-07-20,"Wilkinson, Prosacco And Kilback",Comcast Corporation
8826,337205,marcha,2009-02-10,Cummerata Group,Tres Valles
8827,258021,marcha,2010-10-28,Nikolaus-Pfannerstill,El Guindo
8828,322594,redes sociales,1990-06-15,Abbott Group,Bright Scholar Education Holdings Limited
8829,591013,redes sociales,1958-07-26,Aesco,Peapack-Gladstone Financial Corporation
8830,358288,redes sociales,2001-08-11,Greenholt Inc,"Western New England Bancorp, Inc."
8831,874531,marcha,2015-03-09,Harber-Blanda,"Spark Energy, Inc."
8832,502218,marcha,2005-11-05,"Johnson, Batz And Davis",AmerisourceBergen Corporation (Holding Co)
8833,816505,redes sociales,1965-12-26,"Rice, Daniel And Klocko",Applied DNA Sciences Inc
8834,268455,marcha,2017-03-18,Lesch And Sons,"Avenue Therapeutics, Inc."
8835,645492,redes sociales,2005-11-21,Cole-Olson,El Morro
8836,79037,marcha,2010-03-23,Mann-Schinner,"Discovery Communications, Inc."
8837,466614,marcha,1989-12-30,Brekke-Crist,Bright Scholar Education Holdings Limited
8838,332182,marcha,2018-10-03,Daniel Inc,Peabody Energy Corporation
8839,533697,marcha,2019-07-06,"Schmidt, Reinger And Zulauf",Kite Realty Group Trust
8840,766791,marcha,2009-07-22,Botsford-Romaguera,"FairPoint Communications, Inc."
8841,88512,marcha,1990-12-15,Mills ,Eagle Bulk Shipping Inc.
8842,875198,marcha,1969-02-05,Wintheiser ,"China Lodging Group, Limited"
8843,457958,marcha,1986-10-09,Mraz-Ratke,Corporate Asset Backed Corp CABCO
8844,915296,redes sociales,1991-07-04,"Abbott, Torp And Mcdermott",HollyFrontier Corporation
8845,535931,redes sociales,2003-02-26,Maggio-O'Keefe,Sierra Miranda
8846,653203,marcha,1989-05-01,"Weimann, Armstrong And Luettgen","LM Funding America, Inc."
8847,817788,redes sociales,2018-02-02,"Hoeger, Zboncak And Hammes","Zynerba Pharmaceuticals, Inc."
8848,169016,redes sociales,1984-08-05,Rosenbaum And Sons,"Appliance Recycling Centers of America, Inc."
8849,207182,redes sociales,2004-10-27,Mertz Group,Cohen & Steers Reit and Preferred Income Fund Inc
8850,415284,marcha,2019-08-20,Hirthe Group,Chimberos
8851,584346,marcha,2017-04-04,Adem,CMP - Los Colorados
8852,35428,redes sociales,2012-02-25,"Dare, O'Conner And Mohr",AbbVie Inc.
8853,926140,marcha,1994-12-02,Afesip,Ceragon Networks Ltd.
8854,282777,marcha,2017-01-14,Flatley Group,Linderos
8855,729618,redes sociales,1979-08-02,"Dooley, Jerde And Kshlerin",CVS Health Corporation
8856,796710,redes sociales,2018-08-14,"Herzog, Grimes And Jast",Galectin Therapeutics Inc.
8857,459164,marcha,2007-12-29,"Altenwerth, Ebert And Mitchell",La Pepa
8858,833471,marcha,2011-04-30,Cronin Inc,El Soldado
8859,710029,redes sociales,2014-06-25,"Williamson, Lindgren And Cummerata",SQM Salar
8860,126732,marcha,2018-07-22,"Mann, Howell And Shields",First Trust South Korea AlphaDEX Fund
8861,498685,redes sociales,1987-11-15,Conroy-Howe,Drive Shack Inc.
8862,133626,redes sociales,2003-03-23,D'Amore And Sons,III de Atacama Minerals - Aguas Blancas
8863,127160,redes sociales,2002-10-01,Reichel Inc,Celite - Tana
8864,761917,marcha,1975-03-28,Marks-Stokes,Nuveen Floating Rate Income Fund
8865,554836,redes sociales,2013-05-09,"Bauch, Ernser And Cronin",United Insurance Holdings Corp.
8866,624103,redes sociales,2000-08-05,"Lynch, Feest And Eichmann",Suncor EnergyInc.
8867,432319,marcha,1996-10-14,Williamson-Schmidt,"Biocept, Inc."
8868,297083,redes sociales,2010-05-15,Afac,"HD Supply Holdings, Inc."
8869,732325,marcha,2018-10-22,Lubowitz-Stroman,DRDGOLD Limited
8870,889194,redes sociales,1986-05-29,"Torp, Bruen And Douglas",Iván
8871,50182,marcha,1991-09-21,"Runte, Baumbach And Runte","Arista Networks, Inc."
8872,466454,redes sociales,2005-12-29,"Rau, Ryan And Lueilwitz",Nuveen Floating Rate Income Fund
8873,164825,redes sociales,1984-08-30,Rowe-Wisoky,CVS Health Corporation
8874,592500,redes sociales,2007-03-03,Bosco And Sons,Yahoo! Inc.
8875,95050,marcha,2016-09-19,"Rosenbaum, Lind And Koss",United States Cellular Corporation
8876,414328,marcha,1970-03-06,"Macejkovic, Gusikowski And Keeling",Julia
8877,378981,marcha,2011-02-20,Adem,"Diamond Hill Investment Group, Inc."
8878,122576,redes sociales,2007-03-03,Ortiz-Weimann,Flor de Los Andes
8879,10501,marcha,2014-11-25,Watsica Group,Dollar General Corporation
8880,601756,redes sociales,1981-02-04,"Kassulke, Morar And Crooks","OraSure Technologies, Inc."
8881,792411,marcha,1993-10-25,Aufderhar ,L.B. Foster Company
8882,640464,redes sociales,2012-02-23,Cremin And Sons,SAP SE
8883,718804,marcha,2005-03-21,Doyle-Powlowski,Microsemi Corporation
8884,587278,redes sociales,2002-08-29,Rosenbaum And Sons,Torchmark Corporation
8885,8389,marcha,1971-04-18,"Lindgren, Padberg And Hand","SeaChange International, Inc."
8886,41681,marcha,2014-09-04,"Kassulke, Hamill And Luettgen",Dollar General Corporation
8887,109549,marcha,1999-09-28,Zieme-Metz,Nabriva Therapeutics AG
8888,229984,redes sociales,2004-07-16,Braun-Eichmann,Yahoo! Inc.
8889,75900,marcha,2018-12-29,Schuppe And Sons,Royal Caribbean Cruises Ltd.
8890,351211,redes sociales,1964-09-13,Hermiston Group,"Universal Stainless & Alloy Products, Inc."
8891,757740,marcha,2010-08-29,Abernathy ,"First Hawaiian, Inc."
8892,508576,redes sociales,2008-12-17,Lueilwitz ,Antucoya
8893,496653,marcha,1990-06-15,Hickle ,Microsemi Corporation
8894,39991,redes sociales,2017-08-25,Bradtke And Sons,ACF - Lagunas
8895,604229,marcha,1955-12-16,"Gusikowski, Luettgen And Cremin","Apple Hospitality REIT, Inc."
8896,676700,redes sociales,2007-03-30,Weissnat Inc,Manto Verde
8897,499827,redes sociales,1977-01-07,"Pollich, Nikolaus And Gottlieb",Zion Oil & Gas Inc
8898,251230,redes sociales,2016-01-16,"Schaden, Cronin And Bernier",BLDRS Developed Markets 100 ADR Index Fund
8899,81421,marcha,2005-10-27,Hills Inc,"Taiwan Fund, Inc. (The)"
8900,538806,redes sociales,1994-12-01,Hodkiewicz ,"Delcath Systems, Inc."
8901,140116,marcha,2019-03-27,Roob-Nicolas,"OraSure Technologies, Inc."
8902,553156,marcha,1993-07-11,Keeling Group,CMP - Boquerón Chañar
8903,23166,marcha,1975-12-16,Pacocha-Heller,Voya Global Equity Dividend and Premium Opportunity Fund
8904,992015,redes sociales,2016-08-25,"Lesch, Rath And Pfannerstill",El Salvador
8905,658661,redes sociales,2016-11-02,"Grimes, Leuschke And Huel","XO Group, Inc."
8906,446460,marcha,2009-08-21,Roob-Jacobson,Great Plains Energy Inc
8907,338125,marcha,2006-04-29,Schiller Inc,"Diamond Hill Investment Group, Inc."
8908,115965,redes sociales,1976-05-17,Bosco-Kuhn,Dorado
8909,482400,redes sociales,2017-09-18,Little-Weber,Franke
8910,560647,marcha,2013-11-17,Weimann Inc,Urstadt Biddle Properties Inc.
8911,216704,marcha,2018-04-08,"Hermann, Quigley And Heaney",HollyFrontier Corporation
8912,298959,redes sociales,2014-04-06,Grant-Schaden,"Sarepta Therapeutics, Inc."
8913,668741,marcha,1993-12-05,"Collins, Murray And O'Reilly",Carola
8914,735188,marcha,1990-05-31,Dickens ,Las Cenizas
8915,268943,marcha,2014-07-26,"Wisozk, Smitham And Wisoky",Bright Scholar Education Holdings Limited
8916,989839,redes sociales,2001-11-30,Hauck ,Choquelimpie
8917,800042,marcha,2006-10-04,Bahringer Inc,"Gray Television, Inc."
8918,434886,marcha,2014-09-14,"Rice, Ondricka And Block",Unisys Corporation
8919,328130,redes sociales,2009-11-14,"Feil, Kemmer And Koch","India Fund, Inc. (The)"
8920,580583,redes sociales,2014-01-08,Heller-Rohan,Crawford & Company
8921,376807,marcha,2017-03-09,"Heidenreich, Boyer And Dach",AmerisourceBergen Corporation (Holding Co)
8922,797371,redes sociales,1999-02-10,Langosh ,"First Financial Bankshares, Inc."
8923,359808,redes sociales,1996-05-03,"Gusikowski, Luettgen And Cremin","Enanta Pharmaceuticals, Inc."
8924,867122,marcha,2004-10-31,"Lubowitz, Weimann And Lemke",SQM - Nueva Victoria
8925,895487,marcha,1969-02-18,Raynor-Oberbrunner,PowerShares Nasdaq Internet Portfolio
8926,68954,redes sociales,2011-11-22,"Swift, Harris And Towne",Novelion Therapeutics Inc.
8927,251862,redes sociales,1982-10-22,Prohaska Inc,VictoryShares US 500 Enhanced Volatility Wtd ETF
8928,135471,redes sociales,1978-05-18,Marks-Stokes,Dynatronics Corporation
8929,929364,redes sociales,2017-02-12,Rutherford-Becker,Diageo plc
8930,808904,redes sociales,1987-04-14,"Simonis, Roberts And Frami",HollyFrontier Corporation
8931,107666,redes sociales,1989-11-04,"Brakus, White And Mueller",SQM - Mapocho
8932,332596,redes sociales,1995-08-08,Rohan Inc,Carola
8933,195534,marcha,2014-01-02,"Waters, Batz And Dickinson",Janus Henderson Small Cap Growth Alpha ETF
8934,686969,marcha,2015-01-12,Durgan ,Arenal
8935,14239,marcha,2007-04-11,Feil-Nikolaus,"Arista Networks, Inc."
8936,673000,marcha,2008-09-02,Goldner-Botsford,"Kayne Anderson Energy Total Return Fund, Inc."
8937,303582,redes sociales,2019-04-11,"Mohr, Monahan And Hermiston",Gladstone Commercial Corporation
8938,680307,redes sociales,2009-01-09,Russel ,"Taiwan Fund, Inc. (The)"
8939,965975,redes sociales,2009-07-11,Will And Sons,GlaxoSmithKline PLC
8940,703382,redes sociales,2016-05-03,Langworth-Osinski,SQM - Pampa Blanca
8941,644350,marcha,1999-06-01,Fadel Group,Eagle Bulk Shipping Inc.
8942,96439,marcha,2013-10-24,King And Sons,"Avenue Therapeutics, Inc."
8943,112901,redes sociales,2016-02-26,Simonis-Torphy,Del Fierro
8944,395482,redes sociales,1999-04-05,Halvorson ,Ojos del Salado
8945,337973,redes sociales,1997-08-16,"Nienow, Harvey And Bartoletti",China Cord Blood Corporation
8946,99987,redes sociales,1988-08-16,Abernathy ,TICC Capital Corp.
8947,974489,marcha,2006-11-09,"Littel, Bode And Dibbert",La Coipa
8948,717525,marcha,2002-07-08,"Altenwerth, Ebert And Mitchell",SQM - Pampa Blanca
8949,915289,marcha,2014-07-15,Hauck ,Vina Concha Y Toro
8950,15943,marcha,2017-01-03,Barrows-Sauer,Unisys Corporation
8951,179787,redes sociales,1980-03-05,Rutherford-Becker,Algorta
8952,224284,marcha,2002-05-04,"Wiza, Price And Jaskolski","HD Supply Holdings, Inc."
8953,291068,redes sociales,1989-01-22,Gutkowski-Schinner,PowerShares BuyBack Achievers Portfolio
8954,224308,marcha,1984-09-02,"Dooley, Jerde And Kshlerin",Quiborax
8955,425203,marcha,1998-01-01,Kulas Inc,Tata Motors Ltd
8956,24515,marcha,1994-04-17,Orn-Hilll,"Dynex Capital, Inc."
8957,510648,redes sociales,2019-04-23,Padberg Group,Northern Trust Corporation
8958,139846,marcha,2010-01-06,Shields Group,Tekla Healthcare Opportunies Fund
8959,226773,marcha,1994-06-11,"Jacobs, Bechtelar And Skiles",United Microelectronics Corporation
8960,595282,redes sociales,1996-02-18,Schamberger-Walter,Peckett
8961,100260,marcha,2017-06-27,Maggio-Kuvalis,Arenal
8962,136543,redes sociales,1982-09-09,Jacobi-Bergnaum,"Dynex Capital, Inc."
8963,935021,marcha,2019-04-12,"Yost, Mayer And Stokes",Escondida
8964,678690,marcha,1999-01-05,Quitzon-Hand,AdvisorShares Market Adaptive Unconstrained Income ETF
8965,131530,marcha,2017-11-28,Kovacek-Swift,Westpac Banking Corporation
8966,747957,redes sociales,2016-03-04,Rutherford Group,"First Financial Bankshares, Inc."
8967,631732,marcha,2005-05-17,Walsh-Doyle,Nuveen Michigan Quality Municipal Income Fund
8968,378163,marcha,2014-10-23,Beahan-Kuhlman,Ojos del Salado
8969,480438,marcha,2011-08-26,Bode-Kutch,Andacollo Cobre
8970,999871,marcha,2015-08-20,"Pouros, Koch And Wiza","PDF Solutions, Inc."
8971,429950,marcha,2001-03-16,Nolan Group,"Tootsie Roll Industries, Inc."
8972,125772,redes sociales,1997-12-20,D'Amore Group,First Trust Senior Loan Fund ETF
8973,200739,marcha,2009-06-24,"Predovic, O'Conner And Gutkowski","Under Armour, Inc."
8974,382706,marcha,2018-03-06,Bednar-Crist,"Pepsico, Inc."
8975,37255,marcha,1990-01-31,Zemlak-Daniel,Independence Holding Company
8976,996920,marcha,1977-01-09,Heidenreich Inc,Abeona Therapeutics Inc.
8977,595898,marcha,2017-07-01,Sauer-Stoltenberg,Eaton Vance Corporation
8978,799680,marcha,1990-09-16,Reinger-Bosco,Algorta
8979,410654,marcha,2017-01-27,"Grimes, Leuschke And Huel","Pepsico, Inc."
8980,787955,redes sociales,2018-11-27,Kub-Dibbert,Vina Concha Y Toro
8981,887153,redes sociales,1998-08-06,Thiel ,Esterline Technologies Corporation
8982,218303,redes sociales,2016-04-18,Crona ,"Idera Pharmaceuticals, Inc."
8983,589577,marcha,1992-08-27,"Casper, Hayes And Oberbrunner","Discovery Communications, Inc."
8984,641745,marcha,2018-09-20,Fritsch And Sons,Diageo plc
8985,491554,redes sociales,2011-05-14,Adecoi,"Gabelli Equity Trust, Inc. (The)"
8986,531554,redes sociales,1975-05-19,Purdy And Sons,Nuveen Municipal High Income Opportunity Fund
8987,529338,marcha,1992-02-17,"Wiza, Price And Jaskolski",Northern Trust Corporation
8988,21892,redes sociales,1992-03-26,Hirthe ,Sierra Gorda
8989,719359,redes sociales,2003-02-16,Friesen-Pfeffer,Check-Cap Ltd.
8990,914271,redes sociales,1967-07-30,Renner-Erdman,"National American University Holdings, Inc."
8991,21037,marcha,2010-05-24,Lueilwitz ,Vina Concha Y Toro
8992,866031,marcha,2017-01-14,Ullrich Inc,SAP SE
8993,761732,redes sociales,2016-08-31,"Kling, Barrows And Rau",Kite Realty Group Trust
8994,215104,marcha,1999-08-09,Watsica Inc,Inseego Corp.
8995,734763,redes sociales,2010-05-20,Frami ,Vina Concha Y Toro
8996,306942,marcha,2003-08-07,Thiel ,PTC Inc.
8997,253020,redes sociales,2015-11-22,Bahringer ,PowerShares Golden Dragon China Portfolio
8998,652430,redes sociales,2009-03-22,"Volkman, Hamill And Stiedemann",Western Asset Bond Fund
8999,479404,redes sociales,2019-08-26,Zieme ,"Silicon Laboratories, Inc."
9000,881919,marcha,2016-05-27,"Nolan, Renner And Lesch","Westbury Bancorp, Inc."
9001,464296,marcha,2010-11-28,"Abshire, Crooks And Kassulke",SL Green Realty Corporation
9002,756292,marcha,1991-09-01,Cruickshank Inc,"First Financial Bankshares, Inc."
9003,806731,redes sociales,2019-05-02,Ryan ,Guanaco
9004,591631,redes sociales,2012-08-16,"Spinka, Schuster And Kerluke",Central Garden & Pet Company
9005,800780,redes sociales,1986-08-31,Willms-Ondricka,Imax Corporation
9006,289052,marcha,2005-08-22,Zieme-O'Reilly,HollyFrontier Corporation
9007,438916,redes sociales,2018-02-03,Wisozk-Goyette,Abeona Therapeutics Inc.
9008,432486,marcha,2014-01-08,Moore-Reilly,Global Partner Acquisition Corp.
9009,821239,redes sociales,1971-08-26,Stracke Inc,ACF - Lagunas
9010,310813,redes sociales,2015-10-19,"Cartwright, Kulas And Fahey",El Salvador
9011,863658,marcha,2009-09-07,"Mccullough, Luettgen And Brakus",Lions Gate Entertainment Corporation
9012,738074,redes sociales,2016-11-14,Kilback Inc,Cabot Corporation
9013,363357,marcha,1989-04-14,Pagac And Sons,Nuveen Connecticut Quality Municipal Income Fund
9014,540577,redes sociales,2001-11-03,Glover Group,"support.com, Inc."
9015,264613,marcha,1993-06-01,Kozey-Stoltenberg,PIMCO Dynamic Credit and Mortgage Income Fund
9016,915009,redes sociales,2004-07-07,Reichert-Deckow,Peckett
9017,602537,redes sociales,1973-02-03,Gutkowski-Nikolaus,Great Plains Energy Inc
9018,630035,redes sociales,2006-12-02,Watsica-Hauck,"Sarepta Therapeutics, Inc."
9019,113775,marcha,2012-11-08,Johnson-Hintz,Marte Lobo
9020,66826,redes sociales,2017-06-01,Smitham And Sons,El Tofo
9021,425653,marcha,2012-08-24,Bednar-Crist,Array BioPharma Inc.
9022,336104,marcha,2005-09-09,"Funk, Turcotte And Jenkins",Jazz Pharmaceuticals plc
9023,237989,marcha,1994-11-13,"Muller, Reichert And Grimes",PowerShares Nasdaq Internet Portfolio
9024,939747,redes sociales,1973-03-11,"Moen, Koss And Paucek",The9 Limited
9025,756835,redes sociales,2015-08-29,"Shields, Grant And Bernier",Western Asset Bond Fund
9026,538152,marcha,1969-02-04,Wehner-Steuber,"Western Refining Logistics, LP"
9027,905166,marcha,2018-02-21,"Dubuque, Gaylord And Cole","Cyclacel Pharmaceuticals, Inc."
9028,202997,redes sociales,2018-04-22,"Rippin, Huel And Mccullough",Refugio
9029,374617,marcha,2016-01-21,"Casper, Hayes And Oberbrunner","SeaChange International, Inc."
9030,544961,marcha,1964-06-08,Adams-Hickle,Peckett
9031,617786,redes sociales,2012-03-24,Bode-Nikolaus,"Vectrus, Inc."
9032,459205,redes sociales,2003-03-27,"Hintz, Yost And Carter",Pascua
9033,460130,marcha,1982-05-27,Brown ,"Zynerba Pharmaceuticals, Inc."
9034,735809,marcha,1978-01-13,Afimu,Caupolicán
9035,963279,redes sociales,1975-01-07,Johnston-Rath,Nuveen Energy MLP Total Return Fund
9036,520059,marcha,1983-11-07,Barrows-Dibbert,Intracampos
9037,532686,marcha,2009-01-20,Ernser-Eichmann,"The Travelers Companies, Inc."
9038,1996,marcha,1987-10-01,"Schaden, Cronin And Bernier",Lenga
9039,869660,redes sociales,2002-08-24,Doyle-Powlowski,Sierra Gorda
9040,670616,redes sociales,2013-08-20,"Zemlak, Thompson And Schuppe","PDF Solutions, Inc."
9041,741840,marcha,2019-01-02,Sauer-Stoltenberg,Peapack-Gladstone Financial Corporation
9042,970973,redes sociales,2011-03-09,"Kshlerin, Hahn And Gulgowski",Eagle Bulk Shipping Inc.
9043,746510,redes sociales,2014-10-06,Goldner-Klocko,Bed Bath & Beyond Inc.
9044,232505,redes sociales,1995-02-24,Stracke And Sons,PowerShares Nasdaq Internet Portfolio
9045,21238,redes sociales,2012-10-26,Wiegand ,Entegra Financial Corp.
9046,775466,marcha,1965-05-29,Davis Inc,Central Garden & Pet Company
9047,82221,redes sociales,2015-10-21,Buckridge Group,Natl Westminster Pfd
9048,258839,marcha,2005-08-08,Braun-Bechtelar,SQM - Yumbes
9049,788894,redes sociales,1981-03-02,Rowe-Fisher,China Cord Blood Corporation
9050,781420,marcha,1960-03-04,King And Sons,TICC Capital Corp.
9051,625593,redes sociales,2017-11-10,Walsh ,"Pepsico, Inc."
9052,95012,redes sociales,2016-10-23,Abernathy ,Imax Corporation
9053,423518,redes sociales,1976-10-06,Connelly-Maggio,R.R. Donnelley & Sons Company
9054,879651,redes sociales,1979-06-01,Kuhn-Herzog,CMP - Cerro Negro Norte
9055,42214,redes sociales,2017-02-25,Shields Group,Cambrex Corporation
9056,770827,marcha,2007-01-11,Beahan-Kuhlman,"Ellie Mae, Inc."
9057,773135,redes sociales,1988-08-02,"Veum, Ritchie And Crist",HollyFrontier Corporation
9058,199091,marcha,1993-08-11,Runolfsdottir And Sons,"HCA Healthcare, Inc."
9059,406088,redes sociales,2010-06-17,Klocko Group,Salesforce.com Inc
9060,487542,marcha,2009-02-26,O'Reilly-Hilll,"HD Supply Holdings, Inc."
9061,411400,marcha,2013-01-24,Gulgowski-Spinka,NVIDIA Corporation
9062,624519,redes sociales,1994-06-05,"Sporer, Graham And Medhurst",Northrop Grumman Corporation
9063,824695,marcha,1985-06-26,"Hickle, Beatty And Gleichner","Safe Bulkers, Inc"
9064,219567,marcha,2006-05-12,Zboncak Inc,Imax Corporation
9065,846148,marcha,2017-04-03,Thiel Group,Bright Scholar Education Holdings Limited
9066,961229,redes sociales,2016-05-04,Torp-Hintz,Laguna Siren
9067,732747,marcha,1997-12-08,Gusikowski Inc,Georgia Power Company
9068,959301,redes sociales,2019-04-29,Maggio-Kuvalis,CMP - El Laco
9069,382783,marcha,1998-10-27,Zieme Group,Microsemi Corporation
9070,688946,marcha,2012-09-17,Mcclure ,Bronce de Petorca
9071,345135,marcha,2007-12-07,Waelchi-Bashirian,Fidus Investment Corporation
9072,247554,marcha,2019-08-28,Adecoi,La Productora
9073,175836,marcha,1989-04-10,Zemlak-Daniel,Intracampos
9074,705922,marcha,2010-11-19,"Wilkinson, Prosacco And Kilback",Inacesa - El Way
9075,163154,redes sociales,2005-08-07,Mcdermott Inc,Northrop Grumman Corporation
9076,524396,marcha,2006-08-11,"Jacobson, Boyer And Gleichner",Sierra Miranda
9077,210684,marcha,1996-04-21,Hamill-Rath,Carola
9078,235863,marcha,2008-12-11,O'Hara ,Arch Capital Group Ltd.
9079,417923,marcha,2017-04-21,Mills ,BlackRock Municipal Target Term Trust Inc. (The)
9080,697952,marcha,2019-08-19,Sawayn Inc,"Adams Diversified Equity Fund, Inc."
9081,838534,redes sociales,1998-03-07,Gottlieb ,Spence
